<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURUSD,5,20200221,195500,1.08566,1.0857,1.08557,1.08562,0,0
EURUSD,5,20200221,200000,1.08567,1.08567,1.0854,1.08544,0,0
EURUSD,5,20200221,200500,1.08544,1.08549,1.08536,1.08536,0,0
EURUSD,5,20200221,201000,1.08536,1.08551,1.08529,1.0855,0,0
EURUSD,5,20200221,201500,1.0855,1.08552,1.08536,1.08537,0,0
EURUSD,5,20200221,202000,1.08538,1.08573,1.08538,1.08572,0,0
EURUSD,5,20200221,202500,1.08572,1.08582,1.0856,1.08562,0,0
EURUSD,5,20200221,203000,1.0856,1.08563,1.08545,1.0855,0,0
EURUSD,5,20200221,203500,1.08551,1.0856,1.08539,1.08541,0,0
EURUSD,5,20200221,204000,1.08542,1.08551,1.08538,1.08551,0,0
EURUSD,5,20200221,204500,1.08551,1.08562,1.0855,1.08562,0,0
EURUSD,5,20200221,205000,1.08563,1.08567,1.08561,1.08567,0,0
EURUSD,5,20200221,205500,1.08564,1.08578,1.08561,1.08578,0,0
EURUSD,5,20200221,210000,1.08577,1.08578,1.0856,1.08561,0,0
EURUSD,5,20200221,210500,1.08561,1.08564,1.08545,1.08545,0,0
EURUSD,5,20200221,211000,1.08545,1.08547,1.0853,1.08545,0,0
EURUSD,5,20200221,211500,1.08547,1.08565,1.08547,1.08556,0,0
EURUSD,5,20200221,212000,1.08555,1.08559,1.08546,1.08546,0,0
EURUSD,5,20200221,212500,1.08546,1.08547,1.08523,1.08532,0,0
EURUSD,5,20200221,213000,1.08532,1.08534,1.08516,1.08516,0,0
EURUSD,5,20200221,213500,1.08516,1.08522,1.08511,1.08511,0,0
EURUSD,5,20200221,214000,1.08511,1.08511,1.08502,1.08509,0,0
EURUSD,5,20200221,214500,1.0851,1.08512,1.08494,1.08495,0,0
EURUSD,5,20200221,215000,1.08491,1.08492,1.08479,1.08486,0,0
EURUSD,5,20200221,215500,1.08486,1.08494,1.08477,1.08489,0,0
EURUSD,5,20200221,220000,1.08492,1.08493,1.08488,1.08491,0,0
EURUSD,5,20200224,000000,1.083,1.08374,1.083,1.08355,0,0
EURUSD,5,20200224,000500,1.0836,1.08394,1.0836,1.08389,0,0
EURUSD,5,20200224,001000,1.0839,1.08419,1.08387,1.08409,0,0
EURUSD,5,20200224,001500,1.08405,1.08407,1.08385,1.08395,0,0
EURUSD,5,20200224,002000,1.08395,1.08399,1.08378,1.0838,0,0
EURUSD,5,20200224,002500,1.08382,1.08383,1.0836,1.08362,0,0
EURUSD,5,20200224,003000,1.08361,1.08368,1.08337,1.08346,0,0
EURUSD,5,20200224,003500,1.08345,1.08364,1.08341,1.08359,0,0
EURUSD,5,20200224,004000,1.08359,1.08387,1.08359,1.08387,0,0
EURUSD,5,20200224,004500,1.08387,1.084,1.08379,1.08392,0,0
EURUSD,5,20200224,005000,1.08392,1.08392,1.08368,1.08372,0,0
EURUSD,5,20200224,005500,1.08375,1.08388,1.08371,1.08387,0,0
EURUSD,5,20200224,010000,1.08385,1.08403,1.08378,1.08402,0,0
EURUSD,5,20200224,010500,1.08402,1.0841,1.08398,1.08399,0,0
EURUSD,5,20200224,011000,1.084,1.08401,1.08382,1.08383,0,0
EURUSD,5,20200224,011500,1.08383,1.08399,1.08383,1.08397,0,0
EURUSD,5,20200224,012000,1.08397,1.08402,1.08385,1.08387,0,0
EURUSD,5,20200224,012500,1.08394,1.08425,1.08394,1.08425,0,0
EURUSD,5,20200224,013000,1.08423,1.08424,1.084,1.084,0,0
EURUSD,5,20200224,013500,1.084,1.08401,1.08356,1.08356,0,0
EURUSD,5,20200224,014000,1.08357,1.08357,1.08307,1.0831,0,0
EURUSD,5,20200224,014500,1.08309,1.08318,1.08288,1.08315,0,0
EURUSD,5,20200224,015000,1.08317,1.08325,1.08297,1.08309,0,0
EURUSD,5,20200224,015500,1.08309,1.08327,1.08309,1.08314,0,0
EURUSD,5,20200224,020000,1.08313,1.0832,1.08304,1.08317,0,0
EURUSD,5,20200224,020500,1.08317,1.08323,1.08295,1.08297,0,0
EURUSD,5,20200224,021000,1.08297,1.08297,1.08266,1.08266,0,0
EURUSD,5,20200224,021500,1.08265,1.08276,1.08263,1.08269,0,0
EURUSD,5,20200224,022000,1.08269,1.08272,1.08262,1.08264,0,0
EURUSD,5,20200224,022500,1.08264,1.08271,1.08248,1.08253,0,0
EURUSD,5,20200224,023000,1.08256,1.08259,1.08247,1.08248,0,0
EURUSD,5,20200224,023500,1.08248,1.08265,1.08248,1.08264,0,0
EURUSD,5,20200224,024000,1.08264,1.08275,1.08263,1.08268,0,0
EURUSD,5,20200224,024500,1.08267,1.08273,1.08263,1.08273,0,0
EURUSD,5,20200224,025000,1.08273,1.08295,1.08273,1.08284,0,0
EURUSD,5,20200224,025500,1.08283,1.08285,1.08267,1.08283,0,0
EURUSD,5,20200224,030000,1.08283,1.08297,1.08278,1.08282,0,0
EURUSD,5,20200224,030500,1.08282,1.08286,1.08276,1.08276,0,0
EURUSD,5,20200224,031000,1.08273,1.08298,1.08273,1.08294,0,0
EURUSD,5,20200224,031500,1.08294,1.083,1.08293,1.08294,0,0
EURUSD,5,20200224,032000,1.08296,1.08299,1.08284,1.08284,0,0
EURUSD,5,20200224,032500,1.08286,1.08296,1.08277,1.08277,0,0
EURUSD,5,20200224,033000,1.08277,1.08277,1.0826,1.08262,0,0
EURUSD,5,20200224,033500,1.08262,1.08262,1.08252,1.08256,0,0
EURUSD,5,20200224,034000,1.08262,1.08289,1.08262,1.08274,0,0
EURUSD,5,20200224,034500,1.08274,1.08284,1.0827,1.08278,0,0
EURUSD,5,20200224,035000,1.08278,1.08283,1.08264,1.08268,0,0
EURUSD,5,20200224,035500,1.08267,1.08267,1.08232,1.08234,0,0
EURUSD,5,20200224,040000,1.08227,1.08243,1.08227,1.08238,0,0
EURUSD,5,20200224,040500,1.08239,1.0824,1.08222,1.08229,0,0
EURUSD,5,20200224,041000,1.08223,1.08236,1.08223,1.0823,0,0
EURUSD,5,20200224,041500,1.08229,1.08238,1.08221,1.08227,0,0
EURUSD,5,20200224,042000,1.08226,1.08232,1.08223,1.08229,0,0
EURUSD,5,20200224,042500,1.08229,1.08235,1.08223,1.08234,0,0
EURUSD,5,20200224,043000,1.08235,1.08236,1.08228,1.0823,0,0
EURUSD,5,20200224,043500,1.0823,1.0824,1.08229,1.08239,0,0
EURUSD,5,20200224,044000,1.08239,1.08241,1.08238,1.08241,0,0
EURUSD,5,20200224,044500,1.08241,1.08241,1.08225,1.08225,0,0
EURUSD,5,20200224,045000,1.08226,1.08228,1.08221,1.08223,0,0
EURUSD,5,20200224,045500,1.08223,1.08225,1.08218,1.08222,0,0
EURUSD,5,20200224,050000,1.08222,1.08223,1.08213,1.08217,0,0
EURUSD,5,20200224,050500,1.08225,1.08226,1.08214,1.08226,0,0
EURUSD,5,20200224,051000,1.08226,1.08226,1.08221,1.08221,0,0
