<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURUSD,5,20200123,232000,1.10556,1.10558,1.1055,1.10552,0,0
EURUSD,5,20200123,232500,1.10548,1.10551,1.10528,1.10545,0,0
EURUSD,5,20200123,233000,1.10546,1.10546,1.10535,1.10545,0,0
EURUSD,5,20200123,233500,1.10544,1.1055,1.1054,1.10547,0,0
EURUSD,5,20200123,234000,1.10548,1.10549,1.10547,1.10548,0,0
EURUSD,5,20200123,234500,1.10547,1.10555,1.10545,1.10548,0,0
EURUSD,5,20200123,235000,1.10548,1.10555,1.10545,1.10555,0,0
EURUSD,5,20200123,235500,1.10555,1.1056,1.10554,1.10558,0,0
EURUSD,5,20200124,000000,1.10557,1.10563,1.10555,1.10555,0,0
EURUSD,5,20200124,000500,1.10556,1.10562,1.10556,1.10562,0,0
EURUSD,5,20200124,001000,1.10565,1.10565,1.10555,1.10555,0,0
EURUSD,5,20200124,001500,1.10555,1.10556,1.10554,1.10555,0,0
EURUSD,5,20200124,002000,1.10554,1.10554,1.10548,1.10548,0,0
EURUSD,5,20200124,002500,1.10548,1.1055,1.10545,1.10548,0,0
EURUSD,5,20200124,003000,1.10548,1.10552,1.10544,1.1055,0,0
EURUSD,5,20200124,003500,1.1055,1.1055,1.10544,1.10544,0,0
EURUSD,5,20200124,004000,1.10545,1.10549,1.10543,1.10546,0,0
EURUSD,5,20200124,004500,1.10545,1.10545,1.1054,1.10542,0,0
EURUSD,5,20200124,005000,1.10542,1.10558,1.10542,1.10551,0,0
EURUSD,5,20200124,005500,1.10551,1.10565,1.10544,1.10551,0,0
EURUSD,5,20200124,010000,1.10556,1.10556,1.10523,1.1054,0,0
EURUSD,5,20200124,010500,1.10533,1.10536,1.10524,1.10524,0,0
EURUSD,5,20200124,011000,1.10525,1.10532,1.10525,1.10525,0,0
EURUSD,5,20200124,011500,1.10525,1.10526,1.10523,1.10523,0,0
EURUSD,5,20200124,012000,1.1052,1.1052,1.10508,1.10511,0,0
EURUSD,5,20200124,012500,1.1051,1.10515,1.1051,1.10515,0,0
EURUSD,5,20200124,013000,1.1052,1.10524,1.1052,1.10524,0,0
EURUSD,5,20200124,013500,1.10525,1.10531,1.10524,1.10525,0,0
EURUSD,5,20200124,014000,1.10515,1.1053,1.10515,1.10518,0,0
EURUSD,5,20200124,014500,1.10518,1.10523,1.10513,1.10522,0,0
EURUSD,5,20200124,015000,1.10523,1.10531,1.10512,1.10531,0,0
EURUSD,5,20200124,015500,1.10539,1.10541,1.10525,1.10528,0,0
EURUSD,5,20200124,020000,1.10529,1.10535,1.1052,1.10523,0,0
EURUSD,5,20200124,020500,1.10523,1.10528,1.10523,1.10528,0,0
EURUSD,5,20200124,021000,1.10528,1.10529,1.10522,1.10524,0,0
EURUSD,5,20200124,021500,1.10524,1.10535,1.10523,1.10534,0,0
EURUSD,5,20200124,022000,1.10534,1.10535,1.10528,1.10533,0,0
EURUSD,5,20200124,022500,1.10533,1.10545,1.10533,1.10542,0,0
EURUSD,5,20200124,023000,1.10542,1.1055,1.10541,1.10549,0,0
EURUSD,5,20200124,023500,1.1055,1.10555,1.10549,1.10554,0,0
EURUSD,5,20200124,024000,1.10554,1.10554,1.10542,1.10542,0,0
EURUSD,5,20200124,024500,1.10543,1.10549,1.10539,1.1054,0,0
EURUSD,5,20200124,025000,1.1054,1.1054,1.1053,1.10535,0,0
EURUSD,5,20200124,025500,1.10539,1.1054,1.10535,1.1054,0,0
EURUSD,5,20200124,030000,1.10535,1.10536,1.1053,1.10536,0,0
EURUSD,5,20200124,030500,1.10535,1.10539,1.10534,1.10535,0,0
EURUSD,5,20200124,031000,1.10535,1.10539,1.10532,1.10536,0,0
EURUSD,5,20200124,031500,1.10535,1.10536,1.1053,1.10534,0,0
EURUSD,5,20200124,032000,1.10533,1.10533,1.10528,1.1053,0,0
EURUSD,5,20200124,032500,1.1053,1.10535,1.10529,1.1053,0,0
EURUSD,5,20200124,033000,1.10532,1.10533,1.10525,1.10529,0,0
EURUSD,5,20200124,033500,1.10529,1.10533,1.10528,1.10529,0,0
EURUSD,5,20200124,034000,1.10529,1.10534,1.10517,1.10521,0,0
EURUSD,5,20200124,034500,1.10523,1.10529,1.10523,1.10529,0,0
EURUSD,5,20200124,035000,1.10528,1.10535,1.10528,1.10533,0,0
EURUSD,5,20200124,035500,1.10532,1.10538,1.10529,1.10529,0,0
EURUSD,5,20200124,040000,1.10529,1.10531,1.10522,1.10523,0,0
EURUSD,5,20200124,040500,1.10523,1.10523,1.10517,1.10523,0,0
EURUSD,5,20200124,041000,1.10523,1.10525,1.10522,1.10524,0,0
EURUSD,5,20200124,041500,1.10528,1.10529,1.10508,1.1051,0,0
EURUSD,5,20200124,042000,1.1051,1.10511,1.10507,1.1051,0,0
EURUSD,5,20200124,042500,1.1051,1.1051,1.10497,1.10498,0,0
EURUSD,5,20200124,043000,1.10495,1.10507,1.10495,1.10506,0,0
EURUSD,5,20200124,043500,1.10505,1.10509,1.10502,1.10509,0,0
EURUSD,5,20200124,044000,1.10513,1.10525,1.10507,1.10511,0,0
EURUSD,5,20200124,044500,1.1051,1.10515,1.10503,1.10515,0,0
EURUSD,5,20200124,045000,1.10515,1.10519,1.10509,1.10514,0,0
EURUSD,5,20200124,045500,1.10514,1.10525,1.10502,1.10502,0,0
EURUSD,5,20200124,050000,1.10505,1.10512,1.10503,1.10508,0,0
EURUSD,5,20200124,050500,1.10507,1.10525,1.10505,1.10506,0,0
EURUSD,5,20200124,051000,1.10503,1.10507,1.105,1.10504,0,0
EURUSD,5,20200124,051500,1.10504,1.10507,1.10499,1.10502,0,0
EURUSD,5,20200124,052000,1.10502,1.1051,1.10502,1.10507,0,0
EURUSD,5,20200124,052500,1.10507,1.10515,1.10507,1.10512,0,0
EURUSD,5,20200124,053000,1.10512,1.10519,1.10507,1.10518,0,0
EURUSD,5,20200124,053500,1.10518,1.10518,1.10508,1.10513,0,0
EURUSD,5,20200124,054000,1.10513,1.10525,1.10505,1.10509,0,0
EURUSD,5,20200124,054500,1.10509,1.10514,1.10502,1.10502,0,0
EURUSD,5,20200124,055000,1.10502,1.10515,1.10492,1.10492,0,0
EURUSD,5,20200124,055500,1.10493,1.10505,1.10485,1.10489,0,0
EURUSD,5,20200124,060000,1.10487,1.10495,1.10487,1.10495,0,0
EURUSD,5,20200124,060500,1.10493,1.10505,1.10491,1.10491,0,0
EURUSD,5,20200124,061000,1.10492,1.10495,1.10487,1.10487,0,0
EURUSD,5,20200124,061500,1.10487,1.10488,1.10483,1.10484,0,0
EURUSD,5,20200124,062000,1.10484,1.10487,1.10482,1.10483,0,0
EURUSD,5,20200124,062500,1.10487,1.10494,1.10487,1.10493,0,0
EURUSD,5,20200124,063000,1.10493,1.10497,1.10491,1.10492,0,0
EURUSD,5,20200124,063500,1.10493,1.10497,1.10491,1.10491,0,0
EURUSD,5,20200124,064000,1.10492,1.10492,1.10472,1.10472,0,0
EURUSD,5,20200124,064500,1.10467,1.10479,1.10467,1.10477,0,0
EURUSD,5,20200124,065000,1.10477,1.10478,1.10473,1.10476,0,0
EURUSD,5,20200124,065500,1.10475,1.1049,1.10473,1.10489,0,0
EURUSD,5,20200124,070000,1.10489,1.10494,1.10483,1.10484,0,0
EURUSD,5,20200124,070500,1.10483,1.10484,1.10477,1.10478,0,0
EURUSD,5,20200124,071000,1.10479,1.10481,1.10473,1.10474,0,0
EURUSD,5,20200124,071500,1.10474,1.10479,1.10468,1.10475,0,0
EURUSD,5,20200124,072000,1.10474,1.10476,1.10457,1.10459,0,0
EURUSD,5,20200124,072500,1.10459,1.10459,1.1045,1.10456,0,0
EURUSD,5,20200124,073000,1.10456,1.10491,1.10456,1.10485,0,0
EURUSD,5,20200124,073500,1.10484,1.10484,1.10468,1.10471,0,0
EURUSD,5,20200124,074000,1.10471,1.10497,1.1047,1.10496,0,0
EURUSD,5,20200124,074500,1.10497,1.10505,1.10489,1.10501,0,0
EURUSD,5,20200124,075000,1.10501,1.10506,1.10491,1.10499,0,0
EURUSD,5,20200124,075500,1.10499,1.10507,1.10499,1.10506,0,0
EURUSD,5,20200124,080000,1.10506,1.10506,1.10475,1.10478,0,0
EURUSD,5,20200124,080500,1.10475,1.10486,1.10469,1.10476,0,0
EURUSD,5,20200124,081000,1.10476,1.10478,1.10466,1.1047,0,0
EURUSD,5,20200124,081500,1.10467,1.10474,1.1046,1.10474,0,0
EURUSD,5,20200124,082000,1.10474,1.10481,1.10461,1.10461,0,0
EURUSD,5,20200124,082500,1.10461,1.10462,1.10438,1.1044,0,0
EURUSD,5,20200124,083000,1.10444,1.10446,1.10428,1.10429,0,0
EURUSD,5,20200124,083500,1.10431,1.10451,1.10429,1.10451,0,0
EURUSD,5,20200124,084000,1.10454,1.10477,1.10451,1.10465,0,0
EURUSD,5,20200124,084500,1.10465,1.10502,1.10465,1.10481,0,0
EURUSD,5,20200124,085000,1.10481,1.10493,1.10477,1.10493,0,0
EURUSD,5,20200124,085500,1.10493,1.10525,1.10487,1.10513,0,0
EURUSD,5,20200124,090000,1.10508,1.10542,1.10508,1.10514,0,0
EURUSD,5,20200124,090500,1.10516,1.10546,1.10499,1.10541,0,0
EURUSD,5,20200124,091000,1.10541,1.10561,1.10515,1.10533,0,0
EURUSD,5,20200124,091500,1.10534,1.10534,1.10482,1.10531,0,0
EURUSD,5,20200124,092000,1.10531,1.10531,1.1049,1.10516,0,0
EURUSD,5,20200124,092500,1.10512,1.10526,1.10493,1.10493,0,0
EURUSD,5,20200124,093000,1.10598,1.10613,1.10545,1.10545,0,0
EURUSD,5,20200124,093500,1.10547,1.10561,1.10522,1.10542,0,0
EURUSD,5,20200124,094000,1.10543,1.10543,1.10475,1.10487,0,0
EURUSD,5,20200124,094500,1.10487,1.10497,1.10457,1.10477,0,0
EURUSD,5,20200124,095000,1.10479,1.10486,1.1045,1.10455,0,0
EURUSD,5,20200124,095500,1.10456,1.10488,1.10446,1.10477,0,0
EURUSD,5,20200124,100000,1.10452,1.10477,1.10426,1.10458,0,0
EURUSD,5,20200124,100500,1.10458,1.10493,1.10458,1.10487,0,0
EURUSD,5,20200124,101000,1.10488,1.10508,1.10488,1.10507,0,0
EURUSD,5,20200124,101500,1.10507,1.10518,1.10488,1.10503,0,0
EURUSD,5,20200124,102000,1.10503,1.10518,1.10492,1.10501,0,0
EURUSD,5,20200124,102500,1.10497,1.10512,1.10473,1.10473,0,0
EURUSD,5,20200124,103000,1.10523,1.10523,1.10437,1.10462,0,0
EURUSD,5,20200124,103500,1.10462,1.10466,1.1043,1.1043,0,0
EURUSD,5,20200124,104000,1.10425,1.10437,1.1042,1.10428,0,0
EURUSD,5,20200124,104500,1.1042,1.10439,1.10409,1.10435,0,0
EURUSD,5,20200124,105000,1.10435,1.10435,1.1039,1.10406,0,0
EURUSD,5,20200124,105500,1.1041,1.10416,1.1034,1.1036,0,0
EURUSD,5,20200124,110000,1.10362,1.10364,1.10323,1.10339,0,0
EURUSD,5,20200124,110500,1.10339,1.10346,1.10328,1.10342,0,0
EURUSD,5,20200124,111000,1.10341,1.10367,1.1034,1.10349,0,0
EURUSD,5,20200124,111500,1.10351,1.10362,1.10331,1.10331,0,0
EURUSD,5,20200124,112000,1.10337,1.10361,1.10336,1.10351,0,0
EURUSD,5,20200124,112500,1.10351,1.10376,1.10344,1.10364,0,0
EURUSD,5,20200124,113000,1.10365,1.10381,1.10364,1.10373,0,0
EURUSD,5,20200124,113500,1.10373,1.10388,1.10373,1.10382,0,0
EURUSD,5,20200124,114000,1.10383,1.10398,1.10372,1.10386,0,0
EURUSD,5,20200124,114500,1.10386,1.10389,1.10381,1.10385,0,0
EURUSD,5,20200124,115000,1.10385,1.10387,1.10369,1.10387,0,0
EURUSD,5,20200124,115500,1.10387,1.10396,1.1037,1.10376,0,0
EURUSD,5,20200124,120000,1.10369,1.10369,1.10348,1.10356,0,0
EURUSD,5,20200124,120500,1.10358,1.10367,1.10317,1.10335,0,0
EURUSD,5,20200124,121000,1.10335,1.10347,1.10329,1.10332,0,0
EURUSD,5,20200124,121500,1.10333,1.10338,1.10314,1.10337,0,0
EURUSD,5,20200124,122000,1.10337,1.1034,1.10318,1.10338,0,0
EURUSD,5,20200124,122500,1.10335,1.10342,1.10328,1.10339,0,0
EURUSD,5,20200124,123000,1.10339,1.10341,1.10313,1.10314,0,0
EURUSD,5,20200124,123500,1.10315,1.10319,1.10283,1.10311,0,0
EURUSD,5,20200124,124000,1.10314,1.10336,1.10314,1.10335,0,0
EURUSD,5,20200124,124500,1.10336,1.10346,1.10328,1.10346,0,0
EURUSD,5,20200124,125000,1.10347,1.10356,1.10341,1.10347,0,0
EURUSD,5,20200124,125500,1.10351,1.10357,1.10346,1.10357,0,0
EURUSD,5,20200124,130000,1.10352,1.10352,1.10328,1.10335,0,0
EURUSD,5,20200124,130500,1.10335,1.10342,1.1033,1.10334,0,0
EURUSD,5,20200124,131000,1.10335,1.10336,1.10328,1.10328,0,0
EURUSD,5,20200124,131500,1.10331,1.10338,1.10328,1.10338,0,0
EURUSD,5,20200124,132000,1.10338,1.10356,1.1033,1.10356,0,0
EURUSD,5,20200124,132500,1.10356,1.10367,1.10355,1.10367,0,0
EURUSD,5,20200124,133000,1.10367,1.10368,1.10357,1.10365,0,0
EURUSD,5,20200124,133500,1.10361,1.10369,1.10355,1.10355,0,0
EURUSD,5,20200124,134000,1.10365,1.10369,1.10355,1.10355,0,0
EURUSD,5,20200124,134500,1.10355,1.10355,1.10338,1.10339,0,0
EURUSD,5,20200124,135000,1.10337,1.10343,1.10329,1.10329,0,0
EURUSD,5,20200124,135500,1.10322,1.10326,1.10263,1.10279,0,0
EURUSD,5,20200124,140000,1.10276,1.1032,1.10274,1.10309,0,0
EURUSD,5,20200124,140500,1.10307,1.1036,1.10307,1.10339,0,0
EURUSD,5,20200124,141000,1.10339,1.10366,1.10339,1.10352,0,0
EURUSD,5,20200124,141500,1.10365,1.10371,1.1035,1.10367,0,0
EURUSD,5,20200124,142000,1.10368,1.1037,1.10339,1.10344,0,0
EURUSD,5,20200124,142500,1.10343,1.10364,1.10343,1.10359,0,0
EURUSD,5,20200124,143000,1.10358,1.10364,1.10349,1.10364,0,0
EURUSD,5,20200124,143500,1.10362,1.10384,1.10355,1.10384,0,0
EURUSD,5,20200124,144000,1.10384,1.10384,1.10366,1.10368,0,0
EURUSD,5,20200124,144500,1.1037,1.10377,1.10367,1.1037,0,0
EURUSD,5,20200124,145000,1.10368,1.10389,1.10367,1.10375,0,0
EURUSD,5,20200124,145500,1.10369,1.10392,1.10364,1.10387,0,0
EURUSD,5,20200124,150000,1.10391,1.10398,1.10379,1.10391,0,0
EURUSD,5,20200124,150500,1.10383,1.10383,1.10368,1.1038,0,0
EURUSD,5,20200124,151000,1.1038,1.1039,1.10371,1.10372,0,0
EURUSD,5,20200124,151500,1.10374,1.10374,1.10344,1.10354,0,0
EURUSD,5,20200124,152000,1.10355,1.10367,1.10348,1.10358,0,0
EURUSD,5,20200124,152500,1.10358,1.10367,1.10338,1.10338,0,0
EURUSD,5,20200124,153000,1.10341,1.10349,1.10327,1.10328,0,0
EURUSD,5,20200124,153500,1.10324,1.10349,1.10319,1.10331,0,0
EURUSD,5,20200124,154000,1.10326,1.10336,1.10315,1.1033,0,0
EURUSD,5,20200124,154500,1.10342,1.10362,1.10336,1.1035,0,0
EURUSD,5,20200124,155000,1.10351,1.10354,1.10316,1.1032,0,0
EURUSD,5,20200124,155500,1.10323,1.1033,1.1029,1.1031,0,0
EURUSD,5,20200124,160000,1.10312,1.10315,1.10291,1.10304,0,0
EURUSD,5,20200124,160500,1.10297,1.10358,1.10297,1.10311,0,0
EURUSD,5,20200124,161000,1.10308,1.10326,1.10298,1.10326,0,0
EURUSD,5,20200124,161500,1.10318,1.10321,1.10266,1.1029,0,0
EURUSD,5,20200124,162000,1.10288,1.10298,1.10278,1.10297,0,0
EURUSD,5,20200124,162500,1.10298,1.10319,1.10287,1.103,0,0
EURUSD,5,20200124,163000,1.10296,1.10302,1.10233,1.10233,0,0
EURUSD,5,20200124,163500,1.10238,1.10267,1.10235,1.10263,0,0
EURUSD,5,20200124,164000,1.10263,1.10302,1.10262,1.10302,0,0
EURUSD,5,20200124,164500,1.10298,1.10307,1.1027,1.10274,0,0
EURUSD,5,20200124,165000,1.10269,1.10281,1.10251,1.10263,0,0
EURUSD,5,20200124,165500,1.10256,1.10257,1.10233,1.10247,0,0
EURUSD,5,20200124,170000,1.10254,1.1026,1.10237,1.10242,0,0
EURUSD,5,20200124,170500,1.10242,1.10258,1.1024,1.10253,0,0
EURUSD,5,20200124,171000,1.10258,1.10259,1.10229,1.10235,0,0
EURUSD,5,20200124,171500,1.10234,1.10248,1.10234,1.10247,0,0
EURUSD,5,20200124,172000,1.10257,1.1027,1.10256,1.10264,0,0
EURUSD,5,20200124,172500,1.10268,1.10279,1.10267,1.1027,0,0
EURUSD,5,20200124,173000,1.1027,1.1027,1.10207,1.10217,0,0
EURUSD,5,20200124,173500,1.10219,1.10222,1.10203,1.10212,0,0
EURUSD,5,20200124,174000,1.10213,1.10238,1.10212,1.10223,0,0
EURUSD,5,20200124,174500,1.10224,1.10237,1.10222,1.10229,0,0
EURUSD,5,20200124,175000,1.10227,1.10248,1.10227,1.10248,0,0
EURUSD,5,20200124,175500,1.10248,1.10256,1.10237,1.10251,0,0
EURUSD,5,20200124,180000,1.10252,1.10267,1.10248,1.1025,0,0
EURUSD,5,20200124,180500,1.1025,1.10264,1.10249,1.10251,0,0
EURUSD,5,20200124,181000,1.1025,1.10256,1.10236,1.10244,0,0
EURUSD,5,20200124,181500,1.1024,1.10241,1.10223,1.10227,0,0
EURUSD,5,20200124,182000,1.10227,1.10244,1.10226,1.10243,0,0
EURUSD,5,20200124,182500,1.10243,1.10273,1.10243,1.10272,0,0
EURUSD,5,20200124,183000,1.10266,1.10268,1.10245,1.10251,0,0
EURUSD,5,20200124,183500,1.10251,1.10253,1.10241,1.1025,0,0
EURUSD,5,20200124,184000,1.10247,1.10247,1.10241,1.10243,0,0
EURUSD,5,20200124,184500,1.10245,1.10257,1.10245,1.10252,0,0
EURUSD,5,20200124,185000,1.10251,1.10258,1.10245,1.10252,0,0
EURUSD,5,20200124,185500,1.1025,1.10278,1.10249,1.10273,0,0
EURUSD,5,20200124,190000,1.10268,1.10293,1.10265,1.10291,0,0
EURUSD,5,20200124,190500,1.10291,1.10291,1.10264,1.1027,0,0
EURUSD,5,20200124,191000,1.1027,1.10279,1.10266,1.10276,0,0
EURUSD,5,20200124,191500,1.10278,1.10286,1.10267,1.10271,0,0
EURUSD,5,20200124,192000,1.10274,1.10274,1.10265,1.10271,0,0
EURUSD,5,20200124,192500,1.1027,1.10281,1.10269,1.10281,0,0
EURUSD,5,20200124,193000,1.1028,1.10292,1.1028,1.10291,0,0
EURUSD,5,20200124,193500,1.10291,1.10297,1.10284,1.10286,0,0
EURUSD,5,20200124,194000,1.10287,1.10288,1.10275,1.10275,0,0
EURUSD,5,20200124,194500,1.10276,1.10289,1.10275,1.1028,0,0
EURUSD,5,20200124,195000,1.1028,1.1029,1.10277,1.10285,0,0
EURUSD,5,20200124,195500,1.10287,1.10287,1.1028,1.1028,0,0
EURUSD,5,20200124,200000,1.1028,1.1029,1.10275,1.10286,0,0
EURUSD,5,20200124,200500,1.10287,1.1029,1.1028,1.1028,0,0
EURUSD,5,20200124,201000,1.10283,1.10296,1.1028,1.10295,0,0
EURUSD,5,20200124,201500,1.10295,1.10299,1.10292,1.10292,0,0
EURUSD,5,20200124,202000,1.10292,1.10307,1.10291,1.10303,0,0
EURUSD,5,20200124,202500,1.10303,1.10309,1.10296,1.10307,0,0
EURUSD,5,20200124,203000,1.10307,1.10307,1.10297,1.103,0,0
EURUSD,5,20200124,203500,1.10301,1.10317,1.103,1.10312,0,0
EURUSD,5,20200124,204000,1.10313,1.10328,1.10313,1.10328,0,0
EURUSD,5,20200124,204500,1.10327,1.10328,1.10314,1.10317,0,0
EURUSD,5,20200124,205000,1.10317,1.10322,1.10315,1.10316,0,0
EURUSD,5,20200124,205500,1.10317,1.10317,1.10299,1.10299,0,0
EURUSD,5,20200124,210000,1.10292,1.10299,1.10283,1.10288,0,0
EURUSD,5,20200124,210500,1.10287,1.10292,1.10284,1.10289,0,0
EURUSD,5,20200124,211000,1.1029,1.10303,1.10286,1.10286,0,0
EURUSD,5,20200124,211500,1.10284,1.10286,1.10272,1.10272,0,0
EURUSD,5,20200124,212000,1.10273,1.10274,1.10262,1.10262,0,0
EURUSD,5,20200124,212500,1.10263,1.10267,1.10258,1.10266,0,0
EURUSD,5,20200124,213000,1.10268,1.10278,1.10263,1.10274,0,0
EURUSD,5,20200124,213500,1.10273,1.10276,1.10267,1.10276,0,0
EURUSD,5,20200124,214000,1.10276,1.10276,1.10266,1.10266,0,0
EURUSD,5,20200124,214500,1.10265,1.10275,1.10265,1.10271,0,0
EURUSD,5,20200124,215000,1.10272,1.10274,1.10259,1.10261,0,0
EURUSD,5,20200124,215500,1.10261,1.10284,1.1026,1.10278,0,0
EURUSD,5,20200124,220000,1.10277,1.10279,1.10277,1.10279,0,0
EURUSD,5,20200127,000000,1.10304,1.10308,1.10259,1.10274,0,0
EURUSD,5,20200127,000500,1.10278,1.10319,1.10277,1.10306,0,0
EURUSD,5,20200127,001000,1.10306,1.1031,1.10284,1.10296,0,0
EURUSD,5,20200127,001500,1.10302,1.10327,1.10302,1.10325,0,0
EURUSD,5,20200127,002000,1.10324,1.10328,1.10314,1.10323,0,0
EURUSD,5,20200127,002500,1.10322,1.10343,1.10321,1.10341,0,0
EURUSD,5,20200127,003000,1.10338,1.10343,1.10315,1.10316,0,0
EURUSD,5,20200127,003500,1.10322,1.10322,1.10311,1.10317,0,0
EURUSD,5,20200127,004000,1.10317,1.10317,1.10289,1.10296,0,0
EURUSD,5,20200127,004500,1.10294,1.103,1.10286,1.10286,0,0
EURUSD,5,20200127,005000,1.10286,1.10286,1.10256,1.10256,0,0
EURUSD,5,20200127,005500,1.10255,1.10266,1.10246,1.10246,0,0
EURUSD,5,20200127,010000,1.10247,1.10279,1.10247,1.10271,0,0
EURUSD,5,20200127,010500,1.10266,1.10313,1.10266,1.10302,0,0
EURUSD,5,20200127,011000,1.10302,1.10327,1.10301,1.10323,0,0
EURUSD,5,20200127,011500,1.1032,1.10337,1.10306,1.10333,0,0
EURUSD,5,20200127,012000,1.10333,1.10337,1.10327,1.10337,0,0
EURUSD,5,20200127,012500,1.10337,1.10349,1.10337,1.10342,0,0
EURUSD,5,20200127,013000,1.10343,1.10347,1.10326,1.10326,0,0
EURUSD,5,20200127,013500,1.10326,1.10341,1.10318,1.10341,0,0
EURUSD,5,20200127,014000,1.10337,1.1034,1.1033,1.10337,0,0
EURUSD,5,20200127,014500,1.10337,1.10338,1.10332,1.10332,0,0
EURUSD,5,20200127,015000,1.10332,1.10338,1.10317,1.10318,0,0
EURUSD,5,20200127,015500,1.10322,1.10334,1.10321,1.10322,0,0
EURUSD,5,20200127,020000,1.10324,1.10325,1.1032,1.10322,0,0
EURUSD,5,20200127,020500,1.10322,1.10322,1.10312,1.10312,0,0
EURUSD,5,20200127,021000,1.10313,1.10322,1.10313,1.10315,0,0
EURUSD,5,20200127,021500,1.10315,1.10329,1.10315,1.10327,0,0
EURUSD,5,20200127,022000,1.10326,1.10326,1.10321,1.10322,0,0
EURUSD,5,20200127,022500,1.10321,1.10325,1.10315,1.10316,0,0
EURUSD,5,20200127,023000,1.10315,1.10317,1.10315,1.10316,0,0
EURUSD,5,20200127,023500,1.10315,1.10316,1.10311,1.10315,0,0
EURUSD,5,20200127,024000,1.10316,1.10326,1.10316,1.10326,0,0
EURUSD,5,20200127,024500,1.10326,1.10327,1.10326,1.10327,0,0
EURUSD,5,20200127,025000,1.10327,1.10336,1.10325,1.10332,0,0
EURUSD,5,20200127,025500,1.10332,1.10347,1.10325,1.10339,0,0
EURUSD,5,20200127,030000,1.10338,1.10346,1.10338,1.10346,0,0
EURUSD,5,20200127,030500,1.10346,1.10358,1.10343,1.10354,0,0
EURUSD,5,20200127,031000,1.10353,1.10356,1.10351,1.10356,0,0
EURUSD,5,20200127,031500,1.10353,1.10353,1.10342,1.10343,0,0
EURUSD,5,20200127,032000,1.10343,1.10345,1.10329,1.10329,0,0
EURUSD,5,20200127,032500,1.10329,1.1033,1.10322,1.10327,0,0
EURUSD,5,20200127,033000,1.10326,1.10326,1.1031,1.1031,0,0
EURUSD,5,20200127,033500,1.10306,1.10306,1.10294,1.10296,0,0
EURUSD,5,20200127,034000,1.10295,1.10311,1.10292,1.10309,0,0
EURUSD,5,20200127,034500,1.1031,1.10312,1.10303,1.10307,0,0
EURUSD,5,20200127,035000,1.10307,1.10307,1.1029,1.10291,0,0
EURUSD,5,20200127,035500,1.1029,1.10296,1.10289,1.10291,0,0
EURUSD,5,20200127,040000,1.10281,1.10286,1.10281,1.10286,0,0
EURUSD,5,20200127,040500,1.10282,1.10291,1.10276,1.10291,0,0
EURUSD,5,20200127,041000,1.10291,1.10301,1.10286,1.10301,0,0
EURUSD,5,20200127,041500,1.10297,1.10302,1.10291,1.10293,0,0
EURUSD,5,20200127,042000,1.10292,1.10298,1.10291,1.10297,0,0
EURUSD,5,20200127,042500,1.10297,1.10297,1.10285,1.10285,0,0
EURUSD,5,20200127,043000,1.10295,1.10295,1.10276,1.10281,0,0
EURUSD,5,20200127,043500,1.10286,1.10305,1.10281,1.10291,0,0
EURUSD,5,20200127,044000,1.10291,1.10293,1.1029,1.10291,0,0
EURUSD,5,20200127,044500,1.10292,1.10305,1.10287,1.10291,0,0
EURUSD,5,20200127,045000,1.1029,1.10292,1.1029,1.10291,0,0
EURUSD,5,20200127,045500,1.10291,1.10291,1.10282,1.10282,0,0
EURUSD,5,20200127,050000,1.10282,1.10293,1.10282,1.10288,0,0
EURUSD,5,20200127,050500,1.10287,1.10291,1.10281,1.10283,0,0
EURUSD,5,20200127,051000,1.10282,1.10291,1.10277,1.10277,0,0
EURUSD,5,20200127,051500,1.10277,1.10281,1.10276,1.10276,0,0
EURUSD,5,20200127,052000,1.10277,1.10277,1.10276,1.10277,0,0
EURUSD,5,20200127,052500,1.10282,1.10282,1.10276,1.10281,0,0
EURUSD,5,20200127,053000,1.1028,1.10287,1.1028,1.10285,0,0
EURUSD,5,20200127,053500,1.10284,1.10284,1.10277,1.10277,0,0
EURUSD,5,20200127,054000,1.10275,1.10287,1.10275,1.10285,0,0
EURUSD,5,20200127,054500,1.10286,1.10287,1.10281,1.10286,0,0
EURUSD,5,20200127,055000,1.10286,1.10287,1.10281,1.10282,0,0
EURUSD,5,20200127,055500,1.10282,1.10285,1.10277,1.10279,0,0
EURUSD,5,20200127,060000,1.10279,1.10282,1.10277,1.10281,0,0
EURUSD,5,20200127,060500,1.10275,1.10282,1.10275,1.1028,0,0
EURUSD,5,20200127,061000,1.10282,1.10282,1.10275,1.10276,0,0
EURUSD,5,20200127,061500,1.10276,1.10277,1.10269,1.10276,0,0
EURUSD,5,20200127,062000,1.10276,1.10277,1.1027,1.10272,0,0
EURUSD,5,20200127,062500,1.10271,1.10275,1.10268,1.10271,0,0
EURUSD,5,20200127,063000,1.1027,1.10277,1.1027,1.10276,0,0
EURUSD,5,20200127,063500,1.10276,1.10295,1.10276,1.10277,0,0
EURUSD,5,20200127,064000,1.10277,1.10284,1.10274,1.10276,0,0
EURUSD,5,20200127,064500,1.10276,1.1028,1.10265,1.10265,0,0
EURUSD,5,20200127,065000,1.10276,1.10287,1.10275,1.10281,0,0
EURUSD,5,20200127,065500,1.10285,1.10309,1.1028,1.10309,0,0
